180206064,5,5,0,20160317235924,154,69,1,1,0
180206064,5,5,0,20160317235934,149,67,1,1,0
180206064,5,5,0,20160317235944,149,54,1,1,0
180206064,5,5,0,20160317235954,148,50,1,1,0
180206064,5,5,0,20160318000004,150,65,1,1,0
180206064,5,5,0,20160318000014,147,77,1,1,0
180206064,5,5,0,20160318000024,144,86,1,1,0
180206064,5,5,0,20160318000034,143,72,1,1,0
180206064,5,5,0,20160318000044,143,89,1,1,0
180004749,1268545165,375634435,0,20160317235826,301,8,1,0,11410
180004749,1268542385,375635085,0,20160317235836,303,10,1,0,11410
180004749,1268540215,375636935,0,20160317235846,310,8,1,0,11410
180004749,1268539465,375638755,0,20160317235856,16,9,1,0,11410
180004749,1268540465,375640565,0,20160317235906,345,6,1,0,11410
180004749,1268539265,375641765,0,20160317235916,317,3,1,0,11410
180004749,1268539265,375641765,0,20160317235926,317,5,1,0,11410
180004749,1268539265,375641765,0,20160317235936,317,0,1,0,11410
180004749,1268536765,375643685,0,20160317235946,307,6,1,0,11410
180004749,1268536115,375644705,0,20160317235956,357,6,1,0,11410
180004749,1268536115,375644705,0,20160318000006,0,9,1,0,11410
180004749,1268536115,375644705,0,20160318000016,0,10,1,0,11410
180004749,1268536115,375644705,0,20160318000026,0,0,1,0,11410
180004749,1268536115,375644705,0,20160318000036,0,0,1,0,11410
180004749,1268536115,375644705,0,20160318000046,0,4,1,0,11410
180127305,1269575755,375713265,0,20160317235820,63,0,1,0,11410
180127305,1269575755,375713265,0,20160317235830,63,0,1,0,11410
180127305,1269575755,375713265,0,20160317235840,63,0,1,0,11410
180127305,1269575755,375713265,0,20160317235850,63,0,1,0,11410
180127305,1269575755,375713265,0,20160317235900,63,0,1,0,11410
180127305,1269575755,375713265,0,20160317235910,63,0,1,0,11410
180127305,1269575755,375713265,0,20160317235920,63,0,1,0,11410
180127305,1269575755,375713265,0,20160317235930,63,0,1,0,11410
180127305,1269575755,375713265,0,20160317235940,63,0,1,0,11410
180127305,1269575755,375713265,0,20160317235950,63,0,1,0,11410
180127305,1269575755,375713265,0,20160318000000,63,0,1,0,11410
180127305,1269575755,375713265,0,20160318000010,63,0,1,0,11410
180127305,1269575755,375713265,0,20160318000020,63,0,1,0,11410
180127305,1269575755,375713265,0,20160318000030,63,0,1,0,11410
180127305,1269575755,375713265,0,20160318000040,63,0,1,0,11410
180223796,5,5,0,20160317235820,0,51,1,1,0
180223796,5,5,0,20160317235830,0,50,1,1,0
180223796,5,5,0,20160317235840,0,33,1,1,0
180223796,5,5,0,20160317235850,0,0,1,1,0
180223796,5,5,0,20160317235900,0,0,1,1,0
180223796,5,5,0,20160317235910,0,0,1,1,0
180223796,5,5,0,20160317235920,0,0,1,1,0
180223796,5,5,0,20160317235930,0,0,1,1,0
180223796,5,5,0,20160317235940,0,0,1,1,0
180223796,5,5,0,20160317235950,0,18,1,1,0
180223796,5,5,0,20160318000000,0,49,1,1,0
180223796,5,5,0,20160318000010,0,59,1,1,0
180223796,5,5,0,20160318000020,0,49,1,1,0
180223796,5,5,0,20160318000030,0,0,1,1,0
180223796,5,5,0,20160318000040,0,0,1,1,0
180121656,1271231255,374011505,0,20160317235820,268,1,1,0,0
180121656,1271231215,374011385,0,20160317235830,265,0,1,0,0
180121656,1271231205,374011255,0,20160317235840,265,0,1,0,0
180121656,1271231145,374011125,0,20160317235850,265,0,1,0,0
180121656,1271231055,374011075,0,20160317235900,265,0,1,0,0
180121656,1271230615,374011015,0,20160317235910,265,5,1,0,0
180121656,1271229555,374010555,0,20160317235920,219,7,1,0,0
180121656,1271233245,374011035,0,20160317235930,87,14,1,0,0
180121656,1271234275,374011115,0,20160317235940,89,0,1,0,0
