180102063,1269824035,374874184,199,20160317235814,3,33,1,0,11710
180102063,1269824623,374882128,205,20160317235824,2,32,1,0,11710
180102063,1269825861,374891358,224,20160317235834,7,39,1,0,11710
180102063,1269827626,374903225,234,20160317235844,1,41,1,0,11710
180102063,1269829643,374909065,186,20160317235854,61,19,1,0,11710
180102063,1269837471,374909043,159,20160317235904,92,14,1,0,11710
180102063,1269845650,374908980,120,20160317235914,91,32,1,0,11710
180102063,1269854923,374908596,146,20160317235924,93,23,1,0,11710
180102063,1269861144,374911100,161,20160317235934,63,19,1,0,11710
180102063,1269865486,374912634,169,20160317235944,65,1,1,0,11710
180102063,1269865513,374912885,195,20160317235954,65,0,1,0,11710
180102063,1269865661,374912756,195,20160318000004,65,0,1,0,11710
180102063,1269866061,374912910,210,20160318000014,65,5,1,0,11710
180102063,1269869838,374914560,229,20160318000024,64,19,1,0,11710
180102063,1269876938,374917376,219,20160318000034,63,26,1,0,11710
180219810,1270842265,376201965,0,20160317235820,0,0,1,0,11350
180219810,1270843235,376202235,0,20160317235830,66,13,1,0,11350
180219810,1270851915,376199935,0,20160317235840,117,45,1,0,11350
180219810,1270861805,376195585,0,20160317235850,124,7,1,0,11350
180219810,1270861805,376195715,0,20160317235900,0,0,1,0,11350
180219810,1270861705,376195635,0,20160317235910,0,0,1,0,11350
180219810,1270861705,376195605,0,20160317235920,0,0,1,0,11350
180219810,1270861805,376195535,0,20160317235930,0,0,1,0,11350
180219810,1270862035,376195355,0,20160317235940,0,0,1,0,11350
180219810,1270862205,376195185,0,20160317235950,0,0,1,0,11350
180219810,1270862185,376195115,0,20160318000000,0,0,1,0,11350
180219810,1270862535,376194945,0,20160318000010,116,11,1,0,11350
180219810,1270869265,376192155,0,20160318000020,119,29,1,0,11350
180219810,1270878435,376188265,0,20160318000030,118,31,1,0,11350
180219810,1270885255,376185095,0,20160318000040,121,11,1,0,11350
180219810,1270885745,376184655,0,20160318000050,0,0,1,0,11350
180206064,5,5,0,20160317235824,0,103,1,1,0
180206064,5,5,0,20160317235834,0,96,1,1,0
180206064,5,5,0,20160317235844,0,63,1,1,0
180206064,5,5,0,20160317235854,0,59,1,1,0
180206064,5,5,0,20160317235904,168,66,1,1,0
180206064,5,5,0,20160317235914,163,58,1,1,0
